# DetMath.sin (spec §4.4): x, sin x.
# Recorded by ios/SmashCore RecordVectors (macOS, arm64). Replayed bit-exactly by SmashCoreTests and android/core.
0000000000000000 0000000000000000
C002D97C7F3321D3 BFE6A09E667F3BCA
C002D97C7F3321D2 BFE6A09E667F3BCE
C002D97C7F3321D1 BFE6A09E667F3BD0
BFE921FB54442D19 BFE6A09E667F3BCD
BFE921FB54442D18 BFE6A09E667F3BCC
BFE921FB54442D17 BFE6A09E667F3BCC
3FE921FB54442D17 3FE6A09E667F3BCC
3FE921FB54442D18 3FE6A09E667F3BCC
3FE921FB54442D19 3FE6A09E667F3BCD
4002D97C7F3321D1 3FE6A09E667F3BD0
4002D97C7F3321D2 3FE6A09E667F3BCD
4002D97C7F3321D3 3FE6A09E667F3BCA
400F6A7A2955385D BFE6A09E667F3BC9
400F6A7A2955385E BFE6A09E667F3BCC
400F6A7A2955385F BFE6A09E667F3BCE
4015FDBBE9BBA774 BFE6A09E667F3BD4
4015FDBBE9BBA775 BFE6A09E667F3BCE
4015FDBBE9BBA776 BFE6A09E667F3BC8
401C463ABECCB2BA 3FE6A09E667F3BC5
401C463ABECCB2BB 3FE6A09E667F3BCA
401C463ABECCB2BC 3FE6A09E667F3BD0
4021475CC9EEDEFF 3FE6A09E667F3BE0
4021475CC9EEDF00 3FE6A09E667F3BD4
4021475CC9EEDF01 3FE6A09E667F3BC9
40246B9C347764A3 BFE6A09E667F3BC5
40246B9C347764A4 BFE6A09E667F3BCF
40246B9C347764A5 BFE6A09E667F3BDA
40278FDB9EFFEA45 BFE6A09E667F3BE1
40278FDB9EFFEA46 BFE6A09E667F3BD5
40278FDB9EFFEA47 BFE6A09E667F3BCA
402AB41B09886FE9 3FE6A09E667F3BC4
402AB41B09886FEA 3FE6A09E667F3BCF
402AB41B09886FEB 3FE6A09E667F3BDA
4021FCDAE6BD0138 3FDABBB70C3BB6BF
BFE6D1908A40FC10 BFE4EEF100B3AF19
4010D2C70DCC9B78 BFEBFB457C740A7E
C0072ADFD089F9F8 BFCF20FFF040439A
401D50B80BF0EBF8 3FEBB0195C59D518
4016C2B8EEAE1DA0 BFE1E24AABBF7A0D
4026C550A34B97B0 BFED9975158A0FF6
401E9DCA51946B64 3FEF5CE298377555
C0109A669DA1875C 3FEB15B665C57F46
C01B230DC9C74405 BFDEBDF51E6A80F1
C01092DAC5EA9D12 3FEAF55FE5C4EE92
40243339EF8C9C06 BFE400E848726E35
C0123A4AC4D944E0 3FEF9D34311B658B
C0160C151760E2D9 3FE64EE2DF64FD76
400CCF13912B9610 BFDC6294ED9A594A
C0213CB67F3C35FE BFE717D7E06E0BF3
C01B41E03064949C BFE0356E0615C099
C012FC37B3953360 3FEFFB49DACA8E5C
40086B4F3055E078 3FB6CDC50636A1FC
4000E6A646F41284 3FEB6AA62D71E80C
400B514A4D9EE9B0 BFD1430E02351F36
400E85B4D409A228 BFE3F6CCB660BC36
4012C2DA78DF93C4 BFEFFDFFC5B444C8
C0217D93C7BCE3C4 BFE41BF320A39761
C002E072104D9688 BFE68CE6D113A21E
BFF71661CBC23168 BFEFBD288716601D
400E898EB037F378 BFE402D4490B0A34
40279A222C3BED04 BFE62B34773CB829
4024399A24A0DE62 BFE450220F1AD156
40195E7CEB8CB674 3FAE3C4A20A8A613
BFC23B559E7BF080 BFC22B9195366903
BFEFECA94DD86000 BFEAE2DCC58C0D17
C002C02D318289E8 BFE6E7C2EEBBBDFC
3FC9871F202EE940 3FC95BE2B1744118
401308A0FC9A916C BFEFF751F93B692B
C022D3C7113EA4D6 BF86D598D0291322
401AB321E568643C 3FD86F7F1AD02402
3FF0F39BA5906FE0 3FEBE83B23CA630F
4024A47F2CEE2312 BFE8FF2D348F8EBA
40208CF4B11D1CD2 3FED339985369146
BFFD5BB3206D7C10 BFEEE3FBF303BDFE
BFBF058BDD1E0800 BFBEF21FEE715717
C01F887FF633C85E BFEFFC7AB46194EB
C009ADE01245B4B4 3FB1791CC41405A3
C016AFA5744C4A6E 3FE2600A89CB47E8
401802C46AE17C90 BFD1B76A0D7A878E
40256D17A4A87ACA BFEEBB46389BA6C0
400F96B5660D51D8 BFE71C5D06C58A6F
4027265BF1B6F8EE BFEAC73CA5A61A46
BFFB9ACAEBBA32A0 BFEF9E6DA3DD60DE
401C9C81A4687D5C 3FE8738C9967064C
C0211C5D4CF6CABC BFE87219603B88B8
3FF7E2EA9BACB0D0 3FEFE7288CA707BF
C0200D79D4D62E8C BFEF86A5B718F57C
3FD334512109F240 3FD2EADEBD8EF43E
400C5BD2C3A0D590 BFD91D22761E12C9
C0232AE465D3EAFF 3FC4440D479A19D6
4015E8AE152860D8 BFE7167C4EBA16A6
C01D8ABA722B0998 BFEC8D44403B8416
402831F448498722 BFDCEA9C0FA08040
3FCAA806FDF236C0 3FCA76CF07156541
BFF4FFCADE7AD790 BFEEF02319FF7815
C025E985A11D4495 3FEFF99E1AE543CC
C0216DDA5BC5ADB6 BFE4DD3290EBD14F
C009600AE69EA0CC 3F9F0691F42B5A1A
C0226939C4C0233F BFCBD740E9CFAF2D
4025FFBD2C3190BA BFEFFFEFEBD3A16C
400E7651E1BB47E0 BFE3C68E6681F8A8
C0246D88B8F488D8 3FE6B6581E364A25
402471890681A8A2 BFE6E34396327939
C01D9A93B7873E60 BFECC5A42099E886
C00EE4A95161FAA0 3FE51A09FD199165
40181A07B6097918 BFD0509D2EEE838A
40115844904CAE70 BFEDC32484BAEDFC
3FFE204BCE6A9D88 3FEE7447CA35ACB0
C015BCAE6BF68A89 3FE804AE0DA7AF8E
401450E4C07D58B8 BFEDDFA0CA33B262
40248CFD1D9A1B10 BFE80DAE73560F07
BFDBCE5229B840C0 BFDAF07AE0CBF6FE
C01EDC349922F29E BFEFB10F4B4C8C28
C014CE21F4426A98 3FEC40427038BEB8
4026B8AD4E263270 BFEDE3FB7AA43E1E
C018B00C404B4389 3FBC6CBBE5767067
C00D4A522EBC3CFC 3FDFC893094F8DC8
4028B41A132DAEBC BFCB4274D7445A0D
C02339EBCD2AF835 3FC7F766433B8128
401AE183D1BA11CC 3FDB16BEC6B22BCB
C011AA3B1B943872 3FEE9B62507924FA
401BF8C527244198 3FE4DA4BA6081E1B
3FFFA9F0358C9450 3FED5EF193EA325A
C00B071EFDC2D568 3FCE09D6482AE2EC
401CF1E8CD731038 3FEA1605E532ED92
C00379D4FDF1E230 BFE4C9CF90CB836B
402060D09090D444 3FEE3850661963B2
4025879B1C385116 BFEF26EE22D3688D
C02455985DE8E1D7 3FE5A24533DD10E8
C024858508ABEC04 3FE7BE35F270F95E
401CDD09244B5204 3FE9B3EC392768B0
C0210C4E513E7498 BFE914CBA7AA9D42
4026FFCB4A9E73B0 BFEC054BB81383BB
4021E48EE8B5EF7A 3FDD762AB8D6AA88
4018D530A6EBA8A4 BFB32E1066EE142E
C026981A3F3FF7AE 3FEE8E7959A5BBFE
C022409720E9F6C1 BFD2D44697EF715F
3FB4073BD9046100 3FB4020143C5A510
3FEE84D6B4CEA250 3FEA1928D1C65134
BFE7244CE41FC0E0 BFE52D3E835FEE26
3FD423F60D0F4180 3FD3CF47A95197D4
40265FDBBB5B0E64 BFEF6A043AE7CBA5
BFFA61EC3BC40AF8 BFEFE7059C528EDE
4002A951A5056614 3FE7273DFB575947
C026ED92E3E1CFA4 3FEC8D846854EF8E
C021EEAADA77214D BFDC5589532CA07B
40213DB3277A3BE2 3FE70CE6A5B51096
C006202F8E82C71C BFD77E60512B9C07
401E4B040A1B5E94 3FEEBF532EFBA7E0
3FCD25765A894CC0 3FCCE52660BA8C6A
C027E8B13C4803B5 3FE261A2A01BD695
40255C903298AA8A BFEE6D771ACAF04B
4022E750BC7B277E BF9BA79E2DA18B6B
C014B19890DAD874 3FECA8A8BC469CE6
C024FCA7B853582A 3FEC0CDD511B363E
402552BC25B8DADE BFEE3B586DDD9329
C024B5B85539E19E 3FE9A7936690BC3E
C01E9025FB1213E3 BFEF4680D35442A6
40259E2C0CA8E018 BFEF71B98FA0C276
4010E2C1D3F79840 BFEC386B28A5AB14
4027AE5AEC3BF226 BFE53D83310905F0
C01140FC4BEF6FD4 3FED7CC0734E70D3
C0288B94F9D838CE 3FD287E088711980
4024DFE6DECF8A64 BFEB243FB428161E
C021B6234035CDCF BFE13E0B699F6879
4022E33DF4BCBBDC BF93829DB3DD950A
C00E2BD818745374 3FE2D90DA06674DB
C01B76F2DD07F4B9 BFE19DC80598D2A4
C02640368D965756 3FEFBB0AF5700A3F
4000E31210348C2C 3FEB720566F5D78A
C00880D1E05063E0 BFB41FDC52ABD8F5
401152AE031D1064 BFEDB29B0DC6C4FD
3FC2A3012E4327C0 3FC2922A611FAA69
3FFCB563598F6F98 3FEF34449457C34A
C01CE307064DE838 BFE9D05D1D6EF3D7
C0275F1974B6C204 3FE8AD2D6F8515F0
C02212D5BA252831 BFD8368D5C4CD99D
C010A0AC58D1ECF6 3FEB304E12CABAAD
C014ADEB53B35EFD 3FECB5B28EB10F25
C007749E8F675E28 BFCAA39579BD6C90
C01736E0E1E86131 3FDD87E02F249071
40242ECD9B79CDAC BFE3C97A5E875E27
4025AEF286872E20 BFEF9F339940E0BA
4023488A7C1423F6 BFCB8BE58A00E831
402583DAE33B106A BFEF18FE14C963FB
BFD42166CB32D200 BFD3CCD89141DAB3
401A567BF58FC550 3FD2FDB52FF330E4
C01CFC95FF92A241 BFEA4721311B545F
402766DBB0D36336 BFE85D6B71D2BC24
40192B3997A823BC 3F827C76542436C0
4027F0E90419414A BFE1F56772DB7496
C01717ACF08ED049 3FDF3F3874C7337E
C0207EF8E7D69F8D BFED8C4D2CF8BBCD
C0167A18E1DD59EA 3FE3B82CE491C64F
402568CBBF2A7EEC BFEEA7D5A4A852B4
C018DC49E1BAAAA6 3FB168EB4DE6AFCD
C010AE61B9D3C99E 3FEB6983672834A6
C014739A861CE134 3FED77B81A6BDED3
40100798DA1026C8 BFE85F48039A61E2
C021B0D366B0591E BFE18567451E29A2
C02910674831B100 3FA19329C45CF7FB
BFE147768324EAC0 BFE0739DA9709F67
4027A55787BF1494 BFE5A886FBCA36DB
C01F0578BD5F1819 BFEFD82E25B27591
4019B90C7A56BF20 3FC2D0A0A9D32CF4
40064D6194210EB8 3FD62C9E392CFADD
BFE6AE57B04B5E90 BFE4D4407392EED8
4010B06CD2D351D4 BFEB71EEE2486E16
401B4CA137B14860 3FE07F60FA9FC4A3
C0223B59BB5F2776 BFD374462F922818
BFBF04D5BEE28A00 BFBEF16B2610F10C
40143139730CE22C BFEE36C577D3205B
401CE95E2685640C 3FE9EE3689A6BA3B
C01575643FE65CD0 3FE96E5748629BC4
BFFD1898565702A0 BFEF05F44E43ED3B
40120B0C47521D6C BFEF5A17595BBD09
C01458B7F151FBF9 3FEDC8F74F9DADE4
C0197AF69B28BAC4 BFB637A7B3517ABA
C00BD4E8C2BE4D98 3FD52F29B65BA655
C022BC4928C5C096 BFAD2F4928F6E383
4024EF7A09CD1092 BFEBA504A6360699
C0230EB5FEEDCE34 3FBA907C5B8FC22A
C02053D9BB63ECDD BFEE7A0B417174C8
C01D42402C6A9D84 BFEB755D56848ABF
40097AA82D485320 BFA6297056D4F793
40267C9E9132BD5C BFEF05B9568A1792
C02697D3F2F00BD7 3FEE8FC71115059E
4010A1F4BACBF1DC BFEB35B61004CFEF
4012C0FEF77D651C BFEFFDA84051AFDD
C01EC79FA361F108 BFEF989E8E29D326
40242E93EA93AB1E BFE3C6A4CEA34E60
BFFACE120D66CBA0 BFEFD34CAC3F088C
3FDB438B7FE27920 3FDA7259E6E2C87E
4022BAB8D57DF162 3FAEBEECBB9BB16D
40226E4737A97D8C 3FCA9B4A8578441A
3FF70A3C83C15CA8 3FEFBA069DD00E6C
BFF447413579E0D8 BFEE89D700DB481D
4016A95BE03E3ED0 BFE28921D87F05DB
C026776DBE6039EC 3FEF19B00202F379
4019743F5A6556A4 3FB48B582468617A
C003D74BE6089C40 BFE3A824F8991AB5
C021FFEC3E452E7B BFDA6266390A6481
C027E6577987B45C 3FE2805F28136CA6
400FFBF9ADCBD4B8 BFE82D30F3D03552
4011807A563A9FB0 BFEE336AEC9496E2
4026872742D1C62C BFEEDAB4138B75E5
401030EFD23C3F88 BFE93072B9278314
BFF70D04642D8D58 BFEFBABFD467D77D
3FFCE86EEC9FA600 3FEF1D058AF50A0A
402411626E17A760 BFE24F658D98BDFD
40271FB954448B9C BFEB00C8199423A2
3FEB5B55DD56C880 3FE824E75F897EB3
BFFAC1EFF98B54E0 BFEFD5CB98A5B08D
400542CB71986C04 3FDDC78A88C04CB1
C01FB3B9CA233E01 BFEFEB0CF00C90FF
40192F7D9B196248 3F8B045A4E94750B
401A3CCE34ADEC2C 3FD173DDACA05B28
4028158774B88BC4 BFE0052067E6D5AC
401796A6183D0CDC BFD8195D4D079301
C0211E0C582E4F7E BFE860AE453190DE
40272E2EE08328D2 BFEA81E77CA2C1F3
BFE6D1269581C560 BFE4EEA0DC767AAB
C011904014846B54 3FEE5C363AF73F91
4021BB1CCF0736EC 3FE0FAC87142002C
400D1FD006FB2308 BFDE9FACBDB36F20
C01FE95610675830 BFEFC1375E23C2B5
4004CEF19AA28950 3FE077A315BE774B
40182D634682E70C BFCE48CA729BD6A4
402191D16D782D58 3FE31C12F9B883C8
C0284095387C7951 3FDB4608859E6A95
401485EF826D26E0 BFED3D55AEA2A604
C010CACAA19176E2 3FEBDC0EBEACCE5B
402745F9512EB4A6 BFE9A56A3CCBEDF3
4018991310E567A4 BFC10FFE157BC0F7
3FDAF00882AFF1E0 3FDA26373007FB54
C026DD8A6D554460 3FECFDBC4C773F58
C027829EED32D007 3FE7346D42C840BF
402442E7FC3E3E8A BFE4C24B81C12069
401DDD38C83E02E4 3FED9F3D7E08F2C3
C01BCE8987A7FD7B BFE3D58D499FE4D5
40278E2B6FF8C600 BFE6B3AFEE437933
40254B7CCF64F75E BFEE148F27018CCD
C01BF7D4CA0DCF5C BFE4D498816642C9
4020108084CB8B7A 3FEF7E34105A9B3C
C024E3147172CA4C 3FEB3F0CCC4844EB
4018B69FC28FDAC0 BFBACA4FE125CA10
C020E1EEA864A7B4 BFEAA361C821793F
4010533D67F5B6CC BFE9D60C57D02855
BFE552EE7E321F50 BFE3C7CC37E26551
4015F2E8200B681C BFE6DD8AD0813E4A
C02514984500B734 3FECBD4B2BE10EC1
C0241B0CB31379C2 3FE2CD60FB55843C
3FBA090FD1144900 3FB9FD9405FFA9AA
C00C9BDEB3CB7998 3FDAF1310A738A63
40291C1CACCB84B4 BF877A7C2DF9E8A9
C01B8BA52F6CD0FC BFE22713529A101E
40109C854C701900 BFEB1EBAA00B99E6
C028F8EBC62AF491 3FB4822543FA8103
401CF3432DAD94D8 3FEA1C495BCBDB12
C02550A508B47A6F 3FEE30514B14A28C
3FC29BEA6B657140 3FC28B26CAA185E1
C0235D67511F8367 3FD04ECD5FC08E77
C0275E570F61CD0B 3FE8B4E7E62CAF07
4019D1843CF89EF8 3FC5D5A4E6E38B83
C005FA4A2CD4475C BFD8975555BF6979
3FD12AA3763BFDA0 3FD0F621B59F3C9D
401B224C45119840 3FDEB358DF30239C
C02505CADEE28634 3FEC5213F97D71A8
C01A6E5C9A1B08F1 BFD4692FA2348B1A
4028EAECFA4C1434 BFBB799A3D11C670
C01F9116CC9B670E BFEFFA2D4CE7D7E8
3FF0340382820D90 3FEB24FAB10EDD16
4012062B3038B054 BFEF522F1E1E1224
4023DA040FB5156C BFDEBDC6630BC6B2
40000D14F192D904 3FED030971761BDD
C00D864F19C762E4 3FE0B2C882E4AEF7
C023CF534DFD92A1 3FDD9008EDF8BB18
C0040C3337CBB6E8 BFE2FF804262B918
BFF2399A526BA798 BFED10514BDEA59F
C01E69F4BC80F57D BFEF004C47D6A595
40220B7C17D12F32 3FD90FA0B48EBDFA
C008C42AB3EB3910 BFA7720E95F760CB
C011D504EF124872 3FEEF869EB8375F5
C0167A1D63AEDF43 3FE3B8107EDEACF1
C0201E4ECED5A476 BFEF541C9051E9EE
401777A7EC6C0AC8 BFD9E1DB184EC804
BFFAEC4BB5AAC0C0 BFEFCCC575A82A29
BFA0E7B5F0055D00 BFA0E6ECA60F433D
C013EFCA8BA35815 3FEED34DFC47ACAE
C027DB61538EE636 3FE30E5FCAEB2944
C014CEBFB16CC473 3FEC3DF16D23CB14
3FF6DF757F816130 3FEFAE6CB6AE7210
3FE97868F1A7FF40 3FE6DD68C09E9E27
C023CD8F66976A78 3FDD5DE3B4694255
402622656E279E78 BFEFEB01D606322F
C01F131850AC46E8 BFEFE230FB3BE4D1
C00A9158FC2914C8 3FC6D661FE6CC82C
C01BFB8DF51AA1AE BFE4EB2C03C1D03F
4006075E57A59154 3FD8369B7D1684AC
3FE085A3B0ACDC10 3FDF986963F43E53
C0232A491C4B4620 3FC41DB75252673C
C012AD130C250273 3FEFF84BE428F5EC
C02185A85B1E941A BFE3B6BE643C2BA4
C020E0F3376CFBC4 BFEAAC13C849CA82
402543421DB075A6 BFEDE6A5E9FE9A90
4018D1FA809A2698 BFB3FAFFD400D4A0
C0275040331B5C77 3FE941C20AF0D88C
C0234F1AE8A243E4 3FCD259172256760
C019320F84CAC98C BF90140539C46AE5
BFFCA8BFCBF78CB8 BFEF39D50BE6C2D2
4004C43CE9341FB8 3FE09C4C15685302
C010108E992207C8 3FE88D7DB35A8F44
BFE35B4759FDAC60 BFE23292F49584B8
40281A8B02F9058A BFDF7EF89CF490F7
C011BB45114F697A 3FEEC2140C64E6B6
BFFBF4B47FBDAFB0 BFEF80CF0BF3993B
C000C19A77FC13DC BFEBB5EA6450EC37
40183C1699A559B8 BFCC7EF2B4422824
401753E87BC77548 BFDBE8D1A8363A18
3FFAB73C0C71AD58 3FEFD7F0015A8E5A
C00161945AB055A4 BFEA6094B6222545
400FD942F2180670 BFE7D1569DBFB508
C016A24B2D72502E 3FE2B717D39DB4B5
40249BDE2F10E6AE BFE8A812DF937A85
401539AC3F724CB4 BFEA851782F83C21
C004B3DF58F14EE8 BFE0D41CE4862353
C021A9156128F4AA BFE1EC8B54D41889
C01D3F4610E1735E BFEB691ADE6D6FC8
C017C3CC69C17A2A 3FD5765C659D201A
4025C3D6E8F5C578 BFEFCBAF2AB072CD
BFE8783119332EC0 BFE62752D4D5A97A
C027D0FCAB817B42 3FE392F33E633FFC
4010882F237AF51C BFEAC7026940E3AB
C027FF57AF4B0B8D 3FE1347A9360ADD1
BFC3597DC5673280 BFC346A58DE4959A
C0092360095FC814 3F464B519CD4708C
BFFDD2310DAE7E70 BFEEA2D2DBA1A5A2
C020744BBCE77E28 BFEDCC3AF7A855B6
3FCF7E85513E9D00 3FCF2D6A7B1F637E
C01E52F73F7E36E0 BFEED0B544D18FFC
C02536CA274EEAA8 3FED9D5270545F1C
3FF30663B87A6C50 3FEDB25545862551
C0214813235213D1 BFE6988DEBADD9BC
C016878153D3AF9D 3FE363448E79BE0E
4012B379874AC050 BFEFFA5B48D70BC0
3FF90250FE87CC68 3FEFFFC154F2DACC
40240CE9B864BAE0 BFE2148B326AC564
C0027BD24A4046B8 BFE7A364C278AC22
C017FC5FB295D047 3FD2199F6AFC41B8
4022665BA920C732 3FCC8A4623485446
C01A4EF400676ABE BFD28A81D6D595CB
BFEAA8461291D020 BFE7ADEB62D24F98
40159DFEC6913500 BFE8A41C8D5C22ED
400D7714A3929A70 BFE07EB4005F8F48
C01DF5B658DDAE40 BFEDE72E0A07D07F
C013B820C4D0598D 3FEF3F21A5549626
3FDABE28CD84C0A0 3FD9F8A9E7DE0BA6
4012579A6D34861C BFEFBE30FCFF15DD
400F2BC512BE8588 BFE5EC916F4F470D
4009AC94C9B25C68 BFB14FCC303045A9
C011D0F479F626FC 3FEEF02B7853F798
C01E621E8C12AF84 BFEEF0863216325C
C00B77B3B5DCA268 3FD26A2A662482E1
C02109934FC0617A BFE92FD5E17D3A8F
BFD1788F51D33BC0 BFD14137A19EA917
BFF485BA0E1506B0 BFEEAE421E471FDE
3FEE54895086AFC0 3FE9FD17D005E442
C021963503A74565 BFE2E3914E3E509F
BFE3FE3FF2354BB0 BFE2B7B28870DEBE
401BABBA946779E4 3FE2F82288B2D84C
C00629AB269FD504 BFD737BEF664A399
C00FEF4AD68B1410 3FE80BD637C87CBA
C004C0A649D2DDC8 BFE0A88F1808AF4F
402448E032F361FC BFE50A9EDBF68F2F
4012BF14A1030F54 BFEFFD46C69DCC38
4022A1CEC77C9AF2 3FBBC8D1F3BDA531
C00669E678851E7C BFD5560DB4BF3483
C028F225AF1B625D 3FB7E1EB5134BA4D
400488D6F0D3A988 3FE1658EBD001E75
40221CCAE253DC36 3FD70E703F46BC5C
4027307F15D5F31C BFEA6D19B1635587
40133DC33FB0E3A0 BFEFD8C0AE7EAABF
401BDE3D153D5364 3FE437861978798C
40096D33B27FE794 BFA2CD027E1E3AE2
C02777D1B60D3022 3FE7AA1A3BD5E7D9
C024835570D3EFF6 3FE7A6B50F1C54BF
C0252FBA3ACCD28C 3FED71CAFC8BA775
C0284A3CE28065D4 3FDA2D4F0BB331AE
C01E3A57EF494151 BFEE9954A5C0CDA6
C01AD44FF947DAA2 BFDA56C9F9C5A634
401E2E93EE6899EC 3FEE7D4488EE042F
401114A6E8103210 BFECEBF51F609DBE
401CDCDE459E6168 3FE9B31FE73595E7
401D379677F25E64 3FEB492DE2095096
C023C00561BA39EE 3FDBDA5B4630DB31
C021F2A10453B1E1 BFDBE3A6879350C3
BFF46221D85CDAF8 BFEE99BB4C1F8039
4005838DA8B2147C 3FDBF93CBA4A068A
402305407F66C1C4 BFB5DB2E47C2B58A
40185C5066DED804 BFC88E27EB2C27C9
3FF6C0C7F3703FE8 3FEFA58F623E962F
401DD36847917B28 3FED8130DFB2ED41
BFE500E9DA7C3C70 BFE38712B9AB6CC2
401D9DCAB4647E18 3FECD0DC893839B0
3FBF749532113900 3FBF6055E47BDE24
BFEE3067C7CD79F0 BFE9E7F292BBFAA1
400A7D88A65F964C BFC59E2E0364E4D2
BFEC4AB75B208770 BFE8BF58D892DE00
C019EDD1A7FCBB6E BFC94FCC7C20CC05
3FF95FF117342EC0 3FEFFF10107E87D3
C02100301E943480 BFE98B653C9710E0
C023A4358AC0BCD8 3FD8AEF4984827AC
401A97464F814BD4 3FD6D1467A82A591
BFF3882C3D11D470 BFEE0F32AD63B989
4021E2CC352A32DA 3FDDA822B87A19E9
400FD59CEDC2C750 BFE7C7950A9EDEA9
3FCB8296BEF148C0 3FCB4C7EE20FE255
C019FEE4A764AB1F BFCB66756813D310
C018A0591C2C979A 3FC02934B8DA6F88
BFD64BF89AF24D00 BFD5D9342C8D5CCE
C0013A0240258CC0 BFEAB8EDFDF44744
C001350D33B11DC8 BFEAC3D176208E76
4013C755A3EC82F0 BFEF24021C711A43
400E845701818CF0 BFE3F286D84601F4
C0028103ED776B90 BFE7955EDEAFC0E8
C024706791170A90 3FE6D69B3279995F
401C85B8D10704C0 3FE7FC6CC427DB59
40197B192F0142F4 3FB640444CAF6DB8
C00223242D144448 BFE88CBE05639D91
40220DD9978EDD14 3FD8C9EA8D79BB31
401322AB84F4E3D8 BFEFEB166D94BBAC
3FF832A373FDA1F8 3FEFF204B195BB93
C008FC0D32332474 BF92F6C9FAC20162
4013242C21245278 BFEFEA3876CA068F
C02314EBEAFD036A 3FBDA6A2B83533D1
C0039950DB9C41E0 BFE469719EEF2BA1
C0214A130C4EFA0A BFE681DAFCE65CF2
4003388E317F1A70 3FE58D94461FB6FB
4028EA0C289A4848 BFBBE95A35C61FB5
402194DCA278E9D0 3FE2F4ECC1222651
4028AEA565A3F0BA BFCC9736936DCE34
40122C7BE81E0900 BFEF8B5D536BCBA1
4010FDA5D9524254 BFEC9B56E055392C
400FCE70D68F75E8 BFE7B458E5EB7B94
401B0CA5C5AA4B7C 3FDD81AA1F720496
3FF3208316A10490 3FEDC5A42E6EDEB9
C01B2CE3414D0D78 BFDF4797FF199861
4027A9B2BFDCA2DA BFE57504540F59D3
C01876C33616D924 3FC54D8523DA96E2
3FF854A61EB91358 3FEFF5B57400790A
4013696A75720DC0 BFEFAF365ED86B93
BFE18AECC8111190 BFE0AD5607D0B6DE
4016F84BA85DBEE0 BFE078C8B70E8F86
C023248A30E39586 3FC2B23D35EA3858
C0245B6A051D6726 3FE5E683A0B56141
400DE70A1C73D708 BFE1F7F553806CDA
40136B7AEA461AFC BFEFACE1E240C1E3
402181449DD1C72C 3FE3EDE1781A7228
4012D91EF8AA6AF4 BFEFFFFFDDD4F9FE
4021D0A0C38042AE 3FDFA67C427E6A98
C0290BF9EE723EC0 3FA5FFA9DD2D9711
400D6C5CC5A60788 BFE059E841A7851E
BFE97B66D5365D30 BFE6DF80795767A1
